ReferenceImage,IconFile,BaseName,CurrentEnglishName,CurrentPolishName,Category,SubCategory,CorrectEnglishName,CorrectPolishName,Notes
"LegArmour_Shoes","icon_WhiteLinenCap.png","WhiteLinenCap","WhiteLinenCap","WhiteLinenCap","Armor","Head","","",""
"LegArmour_Shoes","icon_WhiteLinenCap_obojczyk_skora.png","WhiteLinenCap_obojczyk_skora","WhiteLinenCap obojczyk skora","WhiteLinenCap_obojczyk_skora","Armor","Head","","",""
"LegArmour_Shoes","icon_WhiteLinenPants.png","WhiteLinenPants","WhiteLinenPants","WhiteLinenPants","Armor","Feet","","",""
"LegArmour_Shoes","icon_WhiteLinenVoyagersHood.png","WhiteLinenVoyagersHood","WhiteLinenVoyagersHood","WhiteLinenVoyagersHood","Armor","Head","","",""
"ThreadsandCanvas","icon_BelaWelny.png","BelaWelny","BelaWelny","BelaWelny","Materials","","","",""
"ThreadsandCanvas","icon_BlachaStalowa.png","BlachaStalowa","BlachaStalowa","BlachaStalowa","Materials","","","",""
"ThreadsandCanvas","icon_BlachaStalowaCienka.png","BlachaStalowaCienka","BlachaStalowaCienka","BlachaStalowaCienka","Materials","","","",""
"ThreadsandCanvas","icon_BlachaStalowaDuza.png","BlachaStalowaDuza","BlachaStalowaDuza","BlachaStalowaDuza","Materials","","","",""
"ThreadsandCanvas","icon_BlachaStalowaDuzaCienka.png","BlachaStalowaDuzaCienka","BlachaStalowaDuzaCienka","BlachaStalowaDuzaCienka","Materials","","","",""
"ThreadsandCanvas","icon_BlachaStalowaDuzaGruba.png","BlachaStalowaDuzaGruba","BlachaStalowaDuzaGruba","BlachaStalowaDuzaGruba","Materials","","","",""
"ThreadsandCanvas","icon_BlachaStalowaGruba.png","BlachaStalowaGruba","BlachaStalowaGruba","BlachaStalowaGruba","Materials","","","",""
"ThreadsandCanvas","icon_BlachaStalowaMala.png","BlachaStalowaMala","BlachaStalowaMala","BlachaStalowaMala","Materials","","","",""
"ThreadsandCanvas","icon_BlachaStalowaMalaCienka.png","BlachaStalowaMalaCienka","BlachaStalowaMalaCienka","BlachaStalowaMalaCienka","Materials","","","",""
"ThreadsandCanvas","icon_BlachaStalowaMalaGruba.png","BlachaStalowaMalaGruba","BlachaStalowaMalaGruba","BlachaStalowaMalaGruba","Materials","","","",""
"ThreadsandCanvas","icon_BrownLinenShirt.png","BrownLinenShirt","BrownLinenShirt","BrownLinenShirt","Materials","","","",""
"ThreadsandCanvas","icon_building_stone2.png","building_stone2","building stone2","building_stone2","Materials","","","",""
"ThreadsandCanvas","icon_building_wood2.png","building_wood2","building wood2","building_wood2","Materials","","","",""
"ThreadsandCanvas","icon_EliteTannedLeatherscraps.png","EliteTannedLeatherscraps","EliteTannedLeatherscraps","EliteTannedLeatherscraps","Materials","","","",""
"ThreadsandCanvas","icon_GreenWoolenTights.png","GreenWoolenTights","GreenWoolenTights","GreenWoolenTights","Materials","","","",""
"ThreadsandCanvas","icon_HarmonyTabardRingMail.png","HarmonyTabardRingMail","HarmonyTabardRingMail","HarmonyTabardRingMail","Materials","","","",""
"ThreadsandCanvas","icon_HerbalistsLinenShirt.png","HerbalistsLinenShirt","HerbalistsLinenShirt","HerbalistsLinenShirt","Materials","","","",""
"ThreadsandCanvas","icon_KnightTabardRingMail.png","KnightTabardRingMail","KnightTabardRingMail","KnightTabardRingMail","Materials","","","",""
"ThreadsandCanvas","icon_Leatherscraps.png","Leatherscraps","Leatherscraps","Leatherscraps","Materials","","","",""
"ThreadsandCanvas","icon_LinenTabardRingMail.png","LinenTabardRingMail","LinenTabardRingMail","LinenTabardRingMail","Materials","","","",""
"ThreadsandCanvas","icon_lore.png","lore","lore","lore","Materials","","","",""
"ThreadsandCanvas","icon_MakaWorek.png","MakaWorek","MakaWorek","MakaWorek","Materials","","","",""
"ThreadsandCanvas","icon_Ogorek.png","Ogorek","Ogorek","Ogorek","Materials","","","",""
"ThreadsandCanvas","icon_PeasantLinenShirt.png","PeasantLinenShirt","PeasantLinenShirt","PeasantLinenShirt","Materials","","","",""
"ThreadsandCanvas","icon_QuacksLinenShirt.png","QuacksLinenShirt","QuacksLinenShirt","QuacksLinenShirt","Materials","","","",""
"ThreadsandCanvas","icon_RedWoolenTights.png","RedWoolenTights","RedWoolenTights","RedWoolenTights","Materials","","","",""
"ThreadsandCanvas","icon_SprzaczkaMetalowa.png","SprzaczkaMetalowa","SprzaczkaMetalowa","SprzaczkaMetalowa","Materials","","","",""
"ThreadsandCanvas","icon_ThickLeatherscraps.png","ThickLeatherscraps","ThickLeatherscraps","ThickLeatherscraps","Materials","","","",""
"ThreadsandCanvas","icon_UpArm_M_tabard_bryg_kolczy_rekaw_AB.png","UpArm_M_tabard_bryg_kolczy_rekaw_AB","UpArm M tabard bryg kolczy rekaw AB","UpArm_M_tabard_bryg_kolczy_rekaw_AB","Materials","","","",""
"ThreadsandCanvas","icon_UpArm_M_tabard_rekaw_bryg_black_short_AB.png","UpArm_M_tabard_rekaw_bryg_black_short_AB","UpArm M tabard rekaw bryg black short AB","UpArm_M_tabard_rekaw_bryg_black_short_AB","Materials","","","",""
"ThreadsandCanvas","icon_UpArm_M_tabard_rekaw_bryg_yel_short_AB.png","UpArm_M_tabard_rekaw_bryg_yel_short_AB","UpArm M tabard rekaw bryg yel short AB","UpArm_M_tabard_rekaw_bryg_yel_short_AB","Materials","","","",""
"ThreadsandCanvas","icon_WhiteLinenShirt.png","WhiteLinenShirt","WhiteLinenShirt","WhiteLinenShirt","Materials","","","",""
"ThreadsandCanvas","icon_WoolenTabardRingMail.png","WoolenTabardRingMail","WoolenTabardRingMail","WoolenTabardRingMail","Materials","","","",""
"ThreadsandCanvas","icon_Worek1.png","Worek1","Worek1","Worek1","Materials","","","",""
"ThreadsandCanvas","icon_Worek2.png","Worek2","Worek2","Worek2","Materials","","","",""
"ThreadsandCanvas","icon_YellowLinenShirt.png","YellowLinenShirt","YellowLinenShirt","YellowLinenShirt","Materials","","","",""
"ThreadsandCanvas","icon_YellowWoolenTights.png","YellowWoolenTights","YellowWoolenTights","YellowWoolenTights","Materials","","","",""
"ThreadsandCanvas","icon_gv_scythe_halloween.png","gv_scythe_halloween","gv scythe halloween","gv_scythe_halloween","Tools","","","",""
"ThreadsandCanvas","icon_shovel.png","shovel","shovel","shovel","Tools","","","",""
"ChestArmour_v2","icon_Ailette.png","Ailette","Ailette","Ailette","Armor","Shoulders","","",""
"ChestArmour_v2","icon_BeggarsBoots.png","BeggarsBoots","BeggarsBoots","BeggarsBoots","Armor","Feet","","",""
"ChestArmour_v2","icon_BeggarsHood.png","BeggarsHood","BeggarsHood","BeggarsHood","Armor","Head","","",""
"ChestArmour_v2","icon_BrownLinenBattleLeggings.png","BrownLinenBattleLeggings","BrownLinenBattleLeggings","BrownLinenBattleLeggings","Armor","Feet","","",""
"ChestArmour_v2","icon_BrownLinenLeggings.png","BrownLinenLeggings","BrownLinenLeggings","BrownLinenLeggings","Armor","Feet","","",""
"ChestArmour_v2","icon_BrownLinenVoyagersHood.png","BrownLinenVoyagersHood","BrownLinenVoyagersHood","BrownLinenVoyagersHood","Armor","Head","","",""
"ChestArmour_v2","icon_CattleSkinPants.png","CattleSkinPants","CattleSkinPants","CattleSkinPants","Armor","Feet","","",""
"ChestArmour_v2","icon_ChainmailCoif.png","ChainmailCoif","ChainmailCoif","ChainmailCoif","Armor","Head","","",""
"ChestArmour_v2","icon_ChainmailLeggingswithBoots.png","ChainmailLeggingswithBoots","ChainmailLeggingswithBoots","ChainmailLeggingswithBoots","Armor","Feet","","",""
"ChestArmour_v2","icon_ChainmailLegguards.png","ChainmailLegguards","ChainmailLegguards","ChainmailLegguards","Armor","Feet","","",""
"ChestArmour_v2","icon_CoifedCeleta.png","CoifedCeleta","CoifedCeleta","CoifedCeleta","Armor","Head","","",""
"ChestArmour_v2","icon_CoifedDornwallishSkullcap.png","CoifedDornwallishSkullcap","CoifedDornwallishSkullcap","CoifedDornwallishSkullcap","Armor","Head","","",""
"ChestArmour_v2","icon_CoifedEthereanCoveredHelmet.png","CoifedEthereanCoveredHelmet","CoifedEthereanCoveredHelmet","CoifedEthereanCoveredHelmet","Armor","Head","","",""
"ChestArmour_v2","icon_CoifedEthereanHelmet.png","CoifedEthereanHelmet","CoifedEthereanHelmet","CoifedEthereanHelmet","Armor","Head","","",""
"ChestArmour_v2","icon_CoifedEthereanNasalHelmet.png","CoifedEthereanNasalHelmet","CoifedEthereanNasalHelmet","CoifedEthereanNasalHelmet","Armor","Head","","",""
"ChestArmour_v2","icon_CoifedGreatHelm.png","CoifedGreatHelm","CoifedGreatHelm","CoifedGreatHelm","Armor","Head","","",""
"ChestArmour_v2","icon_CoifedHoundskull.png","CoifedHoundskull","CoifedHoundskull","CoifedHoundskull","Armor","Head","","",""
"ChestArmour_v2","icon_CoifedSallet.png","CoifedSallet","CoifedSallet","CoifedSallet","Armor","Head","","",""
"ChestArmour_v2","icon_CottonBattlePants.png","CottonBattlePants","CottonBattlePants","CottonBattlePants","Armor","Feet","","",""
"ChestArmour_v2","icon_DirtyWhiteLinenCap.png","DirtyWhiteLinenCap","DirtyWhiteLinenCap","DirtyWhiteLinenCap","Armor","Head","","",""
"ChestArmour_v2","icon_DornwallishSkullcap.png","DornwallishSkullcap","DornwallishSkullcap","DornwallishSkullcap","Armor","Head","","",""
"ChestArmour_v2","icon_FullPlateArmor.png","FullPlateArmor","FullPlateArmor","FullPlateArmor","Armor","Chest","","",""
"ChestArmour_v2","icon_Gloves_M_Sangmar_Light_01.png","Gloves_M_Sangmar_Light_01","Gloves M Sangmar Light","Gloves_M_Sangmar_Light_01","Armor","Hands","","",""
"ChestArmour_v2","icon_Glov_M_ChainmailArmoredGauntlet.png","Glov_M_ChainmailArmoredGauntlet","Glov M ChainmailArmoredGauntlet","Glov_M_ChainmailArmoredGauntlet","Armor","Chest","","",""
"ChestArmour_v2","icon_Glov_M_Glory_Heavy_Armor.png","Glov_M_Glory_Heavy_Armor","Glov M Glory Heavy Armor","Glov_M_Glory_Heavy_Armor","Armor","Chest","","",""
"ChestArmour_v2","icon_Glov_M_Glory_Heavy_Armor_Skin_1.png","Glov_M_Glory_Heavy_Armor_Skin_1","Glov M Glory Heavy Armor Skin","Glov_M_Glory_Heavy_Armor_Skin_1","Armor","Chest","","",""
"ChestArmour_v2","icon_Glov_M_Glory_Low_Armor.png","Glov_M_Glory_Low_Armor","Glov M Glory Low Armor","Glov_M_Glory_Low_Armor","Armor","Chest","","",""
"ChestArmour_v2","icon_Glov_M_Glory_Medium_Armor.png","Glov_M_Glory_Medium_Armor","Glov M Glory Medium Armor","Glov_M_Glory_Medium_Armor","Armor","Chest","","",""
"ChestArmour_v2","icon_Glov_M_ismirplyta_Arek.png","Glov_M_ismirplyta_Arek","Glov M ismirplyta Arek","Glov_M_ismirplyta_Arek","Armor","Head","","",""
"ChestArmour_v2","icon_Glov_M_ismir_heavy.png","Glov_M_ismir_heavy","Glov M ismir heavy","Glov_M_ismir_heavy","Armor","Head","","",""
"ChestArmour_v2","icon_Glov_M_Ismir_Light_01.png","Glov_M_Ismir_Light_01","Glov M Ismir Light","Glov_M_Ismir_Light_01","Armor","Head","","",""
"ChestArmour_v2","icon_Glov_M_Ismir_Medium_01.png","Glov_M_Ismir_Medium_01","Glov M Ismir Medium","Glov_M_Ismir_Medium_01","Armor","Head","","",""
"ChestArmour_v2","icon_GoatSkinLeggings.png","GoatSkinLeggings","GoatSkinLeggings","GoatSkinLeggings","Armor","Feet","","",""
"ChestArmour_v2","icon_GreatHelm.png","GreatHelm","GreatHelm","GreatHelm","Armor","Head","","",""
"ChestArmour_v2","icon_GreenLinenPants.png","GreenLinenPants","GreenLinenPants","GreenLinenPants","Armor","Feet","","",""
"ChestArmour_v2","icon_GreenLinenVoyagersHood.png","GreenLinenVoyagersHood","GreenLinenVoyagersHood","GreenLinenVoyagersHood","Armor","Head","","",""
"ChestArmour_v2","icon_gv_armor_azebian_ancient_01_heavy.png","gv_armor_azebian_ancient_01_heavy","gv armor azebian ancient 01 heavy","gv_armor_azebian_ancient_01_heavy","Armor","Head","","",""
"ChestArmour_v2","icon_gv_armor_azebian_ancient_01_light.png","gv_armor_azebian_ancient_01_light","gv armor azebian ancient 01 light","gv_armor_azebian_ancient_01_light","Armor","Head","","",""
"ChestArmour_v2","icon_gv_armor_azebian_ancient_01_medium.png","gv_armor_azebian_ancient_01_medium","gv armor azebian ancient 01 medium","gv_armor_azebian_ancient_01_medium","Armor","Head","","",""
"ChestArmour_v2","icon_gv_azebian_berdish.png","gv_azebian_berdish","gv azebian berdish","gv_azebian_berdish","Armor","Head","","",""
"ChestArmour_v2","icon_gv_azebian_berdish_2.png","gv_azebian_berdish_2","gv azebian berdish","gv_azebian_berdish_2","Armor","Head","","",""
"ChestArmour_v2","icon_gv_azebian_gisarm.png","gv_azebian_gisarm","gv azebian gisarm","gv_azebian_gisarm","Armor","Head","","",""
"ChestArmour_v2","icon_gv_azebian_helmet_roman_01.png","gv_azebian_helmet_roman_01","gv azebian helmet roman","gv_azebian_helmet_roman_01","Armor","Head","","",""
"ChestArmour_v2","icon_gv_azebian_helmet_roman_02.png","gv_azebian_helmet_roman_02","gv azebian helmet roman","gv_azebian_helmet_roman_02","Armor","Head","","",""
"ChestArmour_v2","icon_gv_halloween_mask.png","gv_halloween_mask","gv halloween mask","gv_halloween_mask","Armor","Head","","",""
"ChestArmour_v2","icon_gv_Helm_Santa_Suit.png","gv_Helm_Santa_Suit","gv Helm Santa Suit","gv_Helm_Santa_Suit","Armor","Head","","",""
"ChestArmour_v2","icon_GV_Sallet_Skin_4.png","GV_Sallet_Skin_4","GV Sallet Skin","GV_Sallet_Skin_4","Armor","Head","","",""
"ChestArmour_v2","icon_gv_shield_azebian_pavis_01.png","gv_shield_azebian_pavis_01","gv shield azebian pavis","gv_shield_azebian_pavis_01","Armor","Head","","",""
"ChestArmour_v2","icon_gv_shield_azebian_pavis_02.png","gv_shield_azebian_pavis_02","gv shield azebian pavis","gv_shield_azebian_pavis_02","Armor","Head","","",""
"ChestArmour_v2","icon_gv_shield_azebian_pavis_03_blood.png","gv_shield_azebian_pavis_03_blood","gv shield azebian pavis 03 blood","gv_shield_azebian_pavis_03_blood","Armor","Head","","",""
"ChestArmour_v2","icon_gv_Shoes_Santa_Suit.png","gv_Shoes_Santa_Suit","gv Shoes Santa Suit","gv_Shoes_Santa_Suit","Armor","Feet","","",""
"ChestArmour_v2","icon_GV_ShoulD_Armor_Roman_Lorica_01.png","GV_ShoulD_Armor_Roman_Lorica_01","GV ShoulD Armor Roman Lorica","GV_ShoulD_Armor_Roman_Lorica_01","Armor","Chest","","",""
"ChestArmour_v2","icon_GV_Uparm_Armor_Roman_Lorica_01.png","GV_Uparm_Armor_Roman_Lorica_01","GV Uparm Armor Roman Lorica","GV_Uparm_Armor_Roman_Lorica_01","Armor","Chest","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_01.png","Helmet_M_Azebian_01","Helmet M Azebian","Helmet_M_Azebian_01","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_02.png","Helmet_M_Azebian_02","Helmet M Azebian","Helmet_M_Azebian_02","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_03.png","Helmet_M_Azebian_03","Helmet M Azebian","Helmet_M_Azebian_03","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_03_Chainmailcoif.png","Helmet_M_Azebian_03_Chainmailcoif","Helmet M Azebian 03 Chainmailcoif","Helmet_M_Azebian_03_Chainmailcoif","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_03_Chainmailcoif_Mask.png","Helmet_M_Azebian_03_Chainmailcoif_Mask","Helmet M Azebian 03 Chainmailcoif Mask","Helmet_M_Azebian_03_Chainmailcoif_Mask","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_04.png","Helmet_M_Azebian_04","Helmet M Azebian","Helmet_M_Azebian_04","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_05.png","Helmet_M_Azebian_05","Helmet M Azebian","Helmet_M_Azebian_05","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_06.png","Helmet_M_Azebian_06","Helmet M Azebian","Helmet_M_Azebian_06","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_07.png","Helmet_M_Azebian_07","Helmet M Azebian","Helmet_M_Azebian_07","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_08.png","Helmet_M_Azebian_08","Helmet M Azebian","Helmet_M_Azebian_08","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_09.png","Helmet_M_Azebian_09","Helmet M Azebian","Helmet_M_Azebian_09","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_10.png","Helmet_M_Azebian_10","Helmet M Azebian","Helmet_M_Azebian_10","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_11.png","Helmet_M_Azebian_11","Helmet M Azebian","Helmet_M_Azebian_11","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_Elite_01.png","Helmet_M_Azebian_Elite_01","Helmet M Azebian Elite","Helmet_M_Azebian_Elite_01","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_Azebian_Turban_01.png","Helmet_M_Azebian_Turban_01","Helmet M Azebian Turban","Helmet_M_Azebian_Turban_01","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_bialy_kolnierz_welniany.png","Helmet_M_bialy_kolnierz_welniany","Helmet M bialy kolnierz welniany","Helmet_M_bialy_kolnierz_welniany","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_celata_kombine_szmata.png","Helmet_M_celata_kombine_szmata","Helmet M celata kombine szmata","Helmet_M_celata_kombine_szmata","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_czapka_obojczyk.png","Helmet_M_czapka_obojczyk","Helmet M czapka obojczyk","Helmet_M_czapka_obojczyk","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_czapka_obojczyk_skora.png","Helmet_M_czapka_obojczyk_skora","Helmet M czapka obojczyk skora","Helmet_M_czapka_obojczyk_skora","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_ismir_okluarowy_01.png","Helmet_M_ismir_okluarowy_01","Helmet M ismir okluarowy","Helmet_M_ismir_okluarowy_01","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_ismir_skora_01.png","Helmet_M_ismir_skora_01","Helmet M ismir skora","Helmet_M_ismir_skora_01","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_ismir_skora_02_nosal.png","Helmet_M_ismir_skora_02_nosal","Helmet M ismir skora 02 nosal","Helmet_M_ismir_skora_02_nosal","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_ismir_skora_kolnierz.png","Helmet_M_ismir_skora_kolnierz","Helmet M ismir skora kolnierz","Helmet_M_ismir_skora_kolnierz","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_ismir_spangenhelm.png","Helmet_M_ismir_spangenhelm","Helmet M ismir spangenhelm","Helmet_M_ismir_spangenhelm","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_ismir_spangenhelm_nosal.png","Helmet_M_ismir_spangenhelm_nosal","Helmet M ismir spangenhelm nosal","Helmet_M_ismir_spangenhelm_nosal","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_ismir_spangenhelm_nosal_plate.png","Helmet_M_ismir_spangenhelm_nosal_plate","Helmet M ismir spangenhelm nosal plate","Helmet_M_ismir_spangenhelm_nosal_plate","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_ismir_szmata_na_leb.png","Helmet_M_ismir_szmata_na_leb","Helmet M ismir szmata na leb","Helmet_M_ismir_szmata_na_leb","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_kettle.png","Helmet_M_kettle","Helmet M kettle","Helmet_M_kettle","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_kettle_czapka_obojczyk.png","Helmet_M_kettle_czapka_obojczyk","Helmet M kettle czapka obojczyk","Helmet_M_kettle_czapka_obojczyk","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_kettle_kolczy_obojczyk.png","Helmet_M_kettle_kolczy_obojczyk","Helmet M kettle kolczy obojczyk","Helmet_M_kettle_kolczy_obojczyk","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_kettle_pikowaniec_obojczyk.png","Helmet_M_kettle_pikowaniec_obojczyk","Helmet M kettle pikowaniec obojczyk","Helmet_M_kettle_pikowaniec_obojczyk","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_kolczy_obojczyk.png","Helmet_M_kolczy_obojczyk","Helmet M kolczy obojczyk","Helmet_M_kolczy_obojczyk","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_kolnierz_patlik.png","Helmet_M_kolnierz_patlik","Helmet M kolnierz patlik","Helmet_M_kolnierz_patlik","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_kolnierz_patlik_bialy.png","Helmet_M_kolnierz_patlik_bialy","Helmet M kolnierz patlik bialy","Helmet_M_kolnierz_patlik_bialy","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_PelnaSalada.png","Helmet_M_PelnaSalada","Helmet M PelnaSalada","Helmet_M_PelnaSalada","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_pikowaniec_obojczyk.png","Helmet_M_pikowaniec_obojczyk","Helmet M pikowaniec obojczyk","Helmet_M_pikowaniec_obojczyk","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_pikowaniec_obojczyk_skora.png","Helmet_M_pikowaniec_obojczyk_skora","Helmet M pikowaniec obojczyk skora","Helmet_M_pikowaniec_obojczyk_skora","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_salada_spyridona.png","Helmet_M_salada_spyridona","Helmet M salada spyridona","Helmet_M_salada_spyridona","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_szyszak_kombine_szmata.png","Helmet_M_szyszak_kombine_szmata","Helmet M szyszak kombine szmata","Helmet_M_szyszak_kombine_szmata","Armor","Head","","",""
"ChestArmour_v2","icon_Helmet_M_zolty_kolnierz_welniany.png","Helmet_M_zolty_kolnierz_welniany","Helmet M zolty kolnierz welniany","Helmet_M_zolty_kolnierz_welniany","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_Glory_M_Heavy_Armor.png","Helm_Glory_M_Heavy_Armor","Helm Glory M Heavy Armor","Helm_Glory_M_Heavy_Armor","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_Glory_M_Low_Armor.png","Helm_Glory_M_Low_Armor","Helm Glory M Low Armor","Helm_Glory_M_Low_Armor","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_Glory_M_Medium_Armor.png","Helm_Glory_M_Medium_Armor","Helm Glory M Medium Armor","Helm_Glory_M_Medium_Armor","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_bandamka_pirat_1.png","Helm_M_bandamka_pirat_1","Helm M bandamka pirat","Helm_M_bandamka_pirat_1","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_bandamka_pirat_2.png","Helm_M_bandamka_pirat_2","Helm M bandamka pirat","Helm_M_bandamka_pirat_2","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_Beggar_Linen_Coif.png","Helm_M_Beggar_Linen_Coif","Helm M Beggar Linen Coif","Helm_M_Beggar_Linen_Coif","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_czapka_piorko_Arek.png","Helm_M_czapka_piorko_Arek","Helm M czapka piorko Arek","Helm_M_czapka_piorko_Arek","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_futrzana_czapka_0.png","Helm_M_futrzana_czapka_0","Helm M futrzana czapka","Helm_M_futrzana_czapka_0","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_Glory_Heavy_Armor_Skin_1.png","Helm_M_Glory_Heavy_Armor_Skin_1","Helm M Glory Heavy Armor Skin","Helm_M_Glory_Heavy_Armor_Skin_1","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_Glory_Low_Armor.png","Helm_M_Glory_Low_Armor","Helm M Glory Low Armor","Helm_M_Glory_Low_Armor","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_Glory_Low_Armor_Skin_1.png","Helm_M_Glory_Low_Armor_Skin_1","Helm M Glory Low Armor Skin","Helm_M_Glory_Low_Armor_Skin_1","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_ismirplyta_Arek.png","Helm_M_ismirplyta_Arek","Helm M ismirplyta Arek","Helm_M_ismirplyta_Arek","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_ismir_heavy.png","Helm_M_ismir_heavy","Helm M ismir heavy","Helm_M_ismir_heavy","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_Ismir_Medium_01.png","Helm_M_Ismir_Medium_01","Helm M Ismir Medium","Helm_M_Ismir_Medium_01","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_Kapalin_czapka.png","Helm_M_Kapalin_czapka","Helm M Kapalin czapka","Helm_M_Kapalin_czapka","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_Kapalin_kaptur.png","Helm_M_Kapalin_kaptur","Helm M Kapalin kaptur","Helm_M_Kapalin_kaptur","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_kapelusz_01.png","Helm_M_kapelusz_01","Helm M kapelusz","Helm_M_kapelusz_01","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_kaptur_duzy_Arek.png","Helm_M_kaptur_duzy_Arek","Helm M kaptur duzy Arek","Helm_M_kaptur_duzy_Arek","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_kaptur_pikowany.png","Helm_M_kaptur_pikowany","Helm M kaptur pikowany","Helm_M_kaptur_pikowany","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_lebka_duza_czepiec_vond.png","Helm_M_lebka_duza_czepiec_vond","Helm M lebka duza czepiec vond","Helm_M_lebka_duza_czepiec_vond","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_lebka_duza_vond.png","Helm_M_lebka_duza_vond","Helm M lebka duza vond","Helm_M_lebka_duza_vond","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_lebka_mala_czepiec_vond.png","Helm_M_lebka_mala_czepiec_vond","Helm M lebka mala czepiec vond","Helm_M_lebka_mala_czepiec_vond","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_lebka_mala_vond.png","Helm_M_lebka_mala_vond","Helm M lebka mala vond","Helm_M_lebka_mala_vond","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_lebka_psi_pysk_vond_NPC.png","Helm_M_lebka_psi_pysk_vond_NPC","Helm M lebka psi pysk vond NPC","Helm_M_lebka_psi_pysk_vond_NPC","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_normanski.png","Helm_M_normanski","Helm M normanski","Helm_M_normanski","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_normanski_czapka_vond.png","Helm_M_normanski_czapka_vond","Helm M normanski czapka vond","Helm_M_normanski_czapka_vond","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_normanski_czepiec_vond.png","Helm_M_normanski_czepiec_vond","Helm M normanski czepiec vond","Helm_M_normanski_czepiec_vond","Armor","Head","","",""
"ChestArmour_v2","icon_Helm_M_normanski_plaski_czapka_vond.png","Helm_M_normanski_plaski_czapka_vond","Helm M normanski plaski czapka vond","Helm_M_normanski_plaski_czapka_vond","Armor","Head","","",""
